event_a,event_b,shared_scenarios_count,shared_scenarios,jaccard_similarity,total_scenarios_a,total_scenarios_b
FastPongPacket,movement:movement_update,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,3,5
PingPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,14,2
PingPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,14,2
PongPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,14,2
PongPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,14,2
SCAggroTargetChangedPacket,SCDoodadsCreatedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,3,4
SCAggroTargetChangedPacket,SCDoodadsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,3,4
SCAggroTargetChangedPacket,SCNpcInteractionSkillListPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2857,3,6
SCAggroTargetChangedPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCAggroTargetChangedPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCAggroTargetChangedPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.5,3,3
SCAggroTargetChangedPacket,movement:move_begin,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCAggroTargetChangedPacket,movement:move_stop,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCAggroTargetChangedPacket,movement:movement_update,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,3,5
SCAiAggroPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2857,7,2
SCAiAggroPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2857,7,2
SCAiAggroPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.25,7,3
SCBuffCreatedPacket,SCDoodadsCreatedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,3,4
SCBuffCreatedPacket,SCDoodadsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,3,4
SCBuffCreatedPacket,SCNpcInteractionSkillListPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2857,3,6
SCBuffCreatedPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCBuffCreatedPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCBuffCreatedPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.5,3,3
SCBuffCreatedPacket,movement:move_begin,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCBuffCreatedPacket,movement:move_stop,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCBuffCreatedPacket,movement:movement_update,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,3,5
SCBuffRemovedPacket,SCDoodadsCreatedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,3,4
SCBuffRemovedPacket,SCDoodadsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,3,4
SCBuffRemovedPacket,SCNpcInteractionSkillListPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2857,3,6
SCBuffRemovedPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCBuffRemovedPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCBuffRemovedPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.5,3,3
SCBuffRemovedPacket,movement:move_begin,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCBuffRemovedPacket,movement:move_stop,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCBuffRemovedPacket,movement:movement_update,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,3,5
SCChatMessagePacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,14,2
SCChatMessagePacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,14,2
SCCombatClearedPacket,SCDoodadsCreatedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,3,4
SCCombatClearedPacket,SCDoodadsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,3,4
SCCombatClearedPacket,SCNpcInteractionSkillListPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2857,3,6
SCCombatClearedPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCCombatClearedPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCCombatClearedPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.5,3,3
SCCombatClearedPacket,movement:move_begin,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCCombatClearedPacket,movement:move_stop,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCCombatClearedPacket,movement:movement_update,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,3,5
SCCombatFirstHitPacket,SCDoodadsCreatedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,3,4
SCCombatFirstHitPacket,SCDoodadsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,3,4
SCCombatFirstHitPacket,SCNpcInteractionSkillListPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2857,3,6
SCCombatFirstHitPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCCombatFirstHitPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCCombatFirstHitPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.5,3,3
SCCombatFirstHitPacket,movement:move_begin,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCCombatFirstHitPacket,movement:move_stop,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCCombatFirstHitPacket,movement:movement_update,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,3,5
SCDoodadsCreatedPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.5,4,2
SCDoodadsCreatedPacket,SCQuestContextUpdatedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,4,3
SCDoodadsCreatedPacket,SCUnitDeathPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,4,3
SCDoodadsCreatedPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.5,4,2
SCDoodadsCreatedPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,4,3
SCDoodadsCreatedPacket,skill:instant_cast,2,"combat_basic_melee,quest_accept_and_turnin",0.25,4,6
SCDoodadsRemovedPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.5,4,2
SCDoodadsRemovedPacket,SCQuestContextUpdatedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,4,3
SCDoodadsRemovedPacket,SCUnitDeathPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,4,3
SCDoodadsRemovedPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.5,4,2
SCDoodadsRemovedPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.4,4,3
SCDoodadsRemovedPacket,skill:instant_cast,2,"combat_basic_melee,quest_accept_and_turnin",0.25,4,6
SCNpcInteractionSkillListPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,6,2
SCNpcInteractionSkillListPacket,SCQuestContextUpdatedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2857,6,3
SCNpcInteractionSkillListPacket,SCUnitDeathPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2857,6,3
SCNpcInteractionSkillListPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,6,2
SCNpcInteractionSkillListPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2857,6,3
SCNpcInteractionSkillListPacket,skill:instant_cast,2,"combat_basic_melee,quest_accept_and_turnin",0.2,6,6
SCOneUnitMovementPacket,SCQuestContextStartedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,14,2
SCOneUnitMovementPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,14,2
SCQuestContextStartedPacket,SCQuestContextUpdatedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,2,3
SCQuestContextStartedPacket,SCSkillEndedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2,2,10
SCQuestContextStartedPacket,SCSkillFiredPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2,2,10
SCQuestContextStartedPacket,SCTargetChangedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1667,2,12
SCQuestContextStartedPacket,SCTimeOfDayPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1538,2,13
SCQuestContextStartedPacket,SCUnitDeathPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,2,3
SCQuestContextStartedPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",1.0,2,2
SCQuestContextStartedPacket,SCUnitModelPostureChangedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,2,14
SCQuestContextStartedPacket,SCUnitPointsPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2,2,10
SCQuestContextStartedPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,2,3
SCQuestContextStartedPacket,lifecycle:trace_started,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,2,14
SCQuestContextStartedPacket,lifecycle:trace_stopped,2,"combat_basic_melee,quest_accept_and_turnin",0.1538,2,13
SCQuestContextStartedPacket,movement:move_begin,2,"combat_basic_melee,quest_accept_and_turnin",0.2222,2,9
SCQuestContextStartedPacket,movement:move_stop,2,"combat_basic_melee,quest_accept_and_turnin",0.2222,2,9
SCQuestContextStartedPacket,movement:movement_update,2,"combat_basic_melee,quest_accept_and_turnin",0.4,2,5
SCQuestContextStartedPacket,packet:packet_in,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,2,14
SCQuestContextStartedPacket,packet:packet_out,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,2,14
SCQuestContextStartedPacket,skill:instant_cast,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,2,6
SCQuestContextStartedPacket,skill:skill_requested,2,"combat_basic_melee,quest_accept_and_turnin",0.2222,2,9
SCQuestContextUpdatedPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCQuestContextUpdatedPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.5,3,3
SCQuestContextUpdatedPacket,movement:move_begin,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCQuestContextUpdatedPacket,movement:move_stop,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCQuestContextUpdatedPacket,movement:movement_update,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,3,5
SCSkillEndedPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2,10,2
SCSkillFiredPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2,10,2
SCTargetChangedPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1667,12,2
SCTimeOfDayPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1538,13,2
SCUnitDeathPacket,SCUnitHealedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,3,2
SCUnitDeathPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.5,3,3
SCUnitDeathPacket,movement:move_begin,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCUnitDeathPacket,movement:move_stop,2,"combat_basic_melee,quest_accept_and_turnin",0.2,3,9
SCUnitDeathPacket,movement:movement_update,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,3,5
SCUnitHealedPacket,SCUnitModelPostureChangedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,2,14
SCUnitHealedPacket,SCUnitPointsPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.2,2,10
SCUnitHealedPacket,SCUnitsRemovedPacket,2,"combat_basic_melee,quest_accept_and_turnin",0.6667,2,3
SCUnitHealedPacket,lifecycle:trace_started,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,2,14
SCUnitHealedPacket,lifecycle:trace_stopped,2,"combat_basic_melee,quest_accept_and_turnin",0.1538,2,13
SCUnitHealedPacket,movement:move_begin,2,"combat_basic_melee,quest_accept_and_turnin",0.2222,2,9
SCUnitHealedPacket,movement:move_stop,2,"combat_basic_melee,quest_accept_and_turnin",0.2222,2,9
SCUnitHealedPacket,movement:movement_update,2,"combat_basic_melee,quest_accept_and_turnin",0.4,2,5
SCUnitHealedPacket,packet:packet_in,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,2,14
SCUnitHealedPacket,packet:packet_out,2,"combat_basic_melee,quest_accept_and_turnin",0.1429,2,14
SCUnitHealedPacket,skill:instant_cast,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,2,6
SCUnitHealedPacket,skill:skill_requested,2,"combat_basic_melee,quest_accept_and_turnin",0.2222,2,9
SCUnitsRemovedPacket,movement:movement_update,2,"combat_basic_melee,quest_accept_and_turnin",0.3333,3,5
movement:movement_update,skill:instant_cast,2,"combat_basic_melee,quest_accept_and_turnin",0.2222,5,6
CSChangeTargetPacket,SCBmPointPacket,2,"pick_potato,quest_accept_and_turnin",0.2222,9,2
CSChangeTargetPacket,SCCharacterLaborPowerChangedPacket,2,"harvest_chicken,pick_potato",0.2222,9,2
CSChangeTargetPacket,SCDoodadRemovedPacket,2,"pick_potato,quest_accept_and_turnin",0.2222,9,2
CSChangeTargetPacket,SCGamePointChangedPacket,2,"harvest_chicken,pick_potato",0.2222,9,2
CSChangeTargetPacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",0.2222,9,2
CSChangeTargetPacket,resource:labor_changed,2,"harvest_chicken,pick_potato",0.2222,9,2
CSMoveUnitPacket,SCBmPointPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,14,2
CSMoveUnitPacket,SCCharacterLaborPowerChangedPacket,2,"harvest_chicken,pick_potato",0.1429,14,2
CSMoveUnitPacket,SCDoodadRemovedPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,14,2
CSMoveUnitPacket,SCGamePointChangedPacket,2,"harvest_chicken,pick_potato",0.1429,14,2
CSMoveUnitPacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,14,2
CSMoveUnitPacket,resource:labor_changed,2,"harvest_chicken,pick_potato",0.1429,14,2
CSSendChatMessagePacket,SCCharacterLaborPowerChangedPacket,2,"harvest_chicken,pick_potato",0.2,10,2
CSSendChatMessagePacket,SCErrorMsgPacket,2,"harvest_chicken,pick_potato",0.1818,10,3
CSSendChatMessagePacket,SCExpChangedPacket,2,"harvest_chicken,pick_potato",0.1818,10,3
CSSendChatMessagePacket,SCGamePointChangedPacket,2,"harvest_chicken,pick_potato",0.2,10,2
CSSendChatMessagePacket,resource:labor_changed,2,"harvest_chicken,pick_potato",0.2,10,2
CSStartSkillPacket,SCBmPointPacket,2,"pick_potato,quest_accept_and_turnin",0.2222,9,2
CSStartSkillPacket,SCCharacterLaborPowerChangedPacket,2,"harvest_chicken,pick_potato",0.2222,9,2
CSStartSkillPacket,SCDoodadRemovedPacket,2,"pick_potato,quest_accept_and_turnin",0.2222,9,2
CSStartSkillPacket,SCGamePointChangedPacket,2,"harvest_chicken,pick_potato",0.2222,9,2
CSStartSkillPacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",0.2222,9,2
CSStartSkillPacket,resource:labor_changed,2,"harvest_chicken,pick_potato",0.2222,9,2
PingPacket,SCBmPointPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,14,2
PingPacket,SCCharacterLaborPowerChangedPacket,2,"harvest_chicken,pick_potato",0.1429,14,2
PingPacket,SCDoodadRemovedPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,14,2
PingPacket,SCGamePointChangedPacket,2,"harvest_chicken,pick_potato",0.1429,14,2
PingPacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,14,2
PingPacket,resource:labor_changed,2,"harvest_chicken,pick_potato",0.1429,14,2
PongPacket,SCBmPointPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,14,2
PongPacket,SCCharacterLaborPowerChangedPacket,2,"harvest_chicken,pick_potato",0.1429,14,2
PongPacket,SCDoodadRemovedPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,14,2
PongPacket,SCGamePointChangedPacket,2,"harvest_chicken,pick_potato",0.1429,14,2
PongPacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,14,2
PongPacket,resource:labor_changed,2,"harvest_chicken,pick_potato",0.1429,14,2
SCBmPointPacket,SCChatMessagePacket,2,"pick_potato,quest_accept_and_turnin",0.1429,2,14
SCBmPointPacket,SCDoodadRemovedPacket,2,"pick_potato,quest_accept_and_turnin",1.0,2,2
SCBmPointPacket,SCDoodadsCreatedPacket,2,"pick_potato,quest_accept_and_turnin",0.5,2,4
SCBmPointPacket,SCDoodadsRemovedPacket,2,"pick_potato,quest_accept_and_turnin",0.5,2,4
SCBmPointPacket,SCErrorMsgPacket,2,"pick_potato,quest_accept_and_turnin",0.6667,2,3
SCBmPointPacket,SCExpChangedPacket,2,"pick_potato,quest_accept_and_turnin",0.6667,2,3
SCBmPointPacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",1.0,2,2
SCBmPointPacket,SCItemTaskSuccessPacket,2,"pick_potato,quest_accept_and_turnin",0.2,2,10
SCBmPointPacket,SCOneUnitMovementPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,2,14
SCBmPointPacket,SCSkillEndedPacket,2,"pick_potato,quest_accept_and_turnin",0.2,2,10
SCBmPointPacket,SCSkillFiredPacket,2,"pick_potato,quest_accept_and_turnin",0.2,2,10
SCBmPointPacket,SCSkillStartedPacket,2,"pick_potato,quest_accept_and_turnin",0.5,2,4
SCBmPointPacket,SCTargetChangedPacket,2,"pick_potato,quest_accept_and_turnin",0.1667,2,12
SCBmPointPacket,SCTimeOfDayPacket,2,"pick_potato,quest_accept_and_turnin",0.1538,2,13
SCBmPointPacket,SCUnitModelPostureChangedPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,2,14
SCBmPointPacket,SCUnitPointsPacket,2,"pick_potato,quest_accept_and_turnin",0.2,2,10
SCBmPointPacket,lifecycle:trace_started,2,"pick_potato,quest_accept_and_turnin",0.1429,2,14
SCBmPointPacket,lifecycle:trace_stopped,2,"pick_potato,quest_accept_and_turnin",0.1538,2,13
SCBmPointPacket,movement:move_begin,2,"pick_potato,quest_accept_and_turnin",0.2222,2,9
SCBmPointPacket,movement:move_stop,2,"pick_potato,quest_accept_and_turnin",0.2222,2,9
SCBmPointPacket,movement:movement_update,2,"pick_potato,quest_accept_and_turnin",0.4,2,5
SCBmPointPacket,packet:packet_in,2,"pick_potato,quest_accept_and_turnin",0.1429,2,14
SCBmPointPacket,packet:packet_out,2,"pick_potato,quest_accept_and_turnin",0.1429,2,14
SCBmPointPacket,skill:skill_requested,2,"pick_potato,quest_accept_and_turnin",0.2222,2,9
SCCharacterLaborPowerChangedPacket,SCChatMessagePacket,2,"harvest_chicken,pick_potato",0.1429,2,14
SCCharacterLaborPowerChangedPacket,SCDoodadPhaseChangedPacket,2,"harvest_chicken,pick_potato",0.6667,2,3
SCCharacterLaborPowerChangedPacket,SCErrorMsgPacket,2,"harvest_chicken,pick_potato",0.6667,2,3
SCCharacterLaborPowerChangedPacket,SCExpChangedPacket,2,"harvest_chicken,pick_potato",0.6667,2,3
SCCharacterLaborPowerChangedPacket,SCGamePointChangedPacket,2,"harvest_chicken,pick_potato",1.0,2,2
SCCharacterLaborPowerChangedPacket,SCItemTaskSuccessPacket,2,"harvest_chicken,pick_potato",0.2,2,10
SCCharacterLaborPowerChangedPacket,SCOneUnitMovementPacket,2,"harvest_chicken,pick_potato",0.1429,2,14
SCCharacterLaborPowerChangedPacket,SCSkillEndedPacket,2,"harvest_chicken,pick_potato",0.2,2,10
SCCharacterLaborPowerChangedPacket,SCSkillFiredPacket,2,"harvest_chicken,pick_potato",0.2,2,10
SCCharacterLaborPowerChangedPacket,SCSkillStartedPacket,2,"harvest_chicken,pick_potato",0.5,2,4
SCCharacterLaborPowerChangedPacket,SCTargetChangedPacket,2,"harvest_chicken,pick_potato",0.1667,2,12
SCCharacterLaborPowerChangedPacket,SCTimeOfDayPacket,2,"harvest_chicken,pick_potato",0.1538,2,13
SCCharacterLaborPowerChangedPacket,SCUnitModelPostureChangedPacket,2,"harvest_chicken,pick_potato",0.1429,2,14
SCCharacterLaborPowerChangedPacket,SCUnitPointsPacket,2,"harvest_chicken,pick_potato",0.2,2,10
SCCharacterLaborPowerChangedPacket,interaction:doodad_use,2,"harvest_chicken,pick_potato",0.6667,2,3
SCCharacterLaborPowerChangedPacket,lifecycle:trace_started,2,"harvest_chicken,pick_potato",0.1429,2,14
SCCharacterLaborPowerChangedPacket,lifecycle:trace_stopped,2,"harvest_chicken,pick_potato",0.1538,2,13
SCCharacterLaborPowerChangedPacket,movement:move_begin,2,"harvest_chicken,pick_potato",0.2222,2,9
SCCharacterLaborPowerChangedPacket,movement:move_stop,2,"harvest_chicken,pick_potato",0.2222,2,9
SCCharacterLaborPowerChangedPacket,packet:packet_in,2,"harvest_chicken,pick_potato",0.1429,2,14
SCCharacterLaborPowerChangedPacket,packet:packet_out,2,"harvest_chicken,pick_potato",0.1429,2,14
SCCharacterLaborPowerChangedPacket,resource:labor_changed,2,"harvest_chicken,pick_potato",1.0,2,2
SCCharacterLaborPowerChangedPacket,skill:cast_started,2,"harvest_chicken,pick_potato",0.6667,2,3
SCCharacterLaborPowerChangedPacket,skill:skill_requested,2,"harvest_chicken,pick_potato",0.2222,2,9
SCCharacterLaborPowerChangedPacket,world:doodad_phase_changed,2,"harvest_chicken,pick_potato",0.5,2,4
SCChatMessagePacket,SCDoodadRemovedPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,14,2
SCChatMessagePacket,SCGamePointChangedPacket,2,"harvest_chicken,pick_potato",0.1429,14,2
SCChatMessagePacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,14,2
SCChatMessagePacket,resource:labor_changed,2,"harvest_chicken,pick_potato",0.1429,14,2
SCDoodadPhaseChangedPacket,SCErrorMsgPacket,2,"harvest_chicken,pick_potato",0.5,3,3
SCDoodadPhaseChangedPacket,SCExpChangedPacket,2,"harvest_chicken,pick_potato",0.5,3,3
SCDoodadPhaseChangedPacket,SCGamePointChangedPacket,2,"harvest_chicken,pick_potato",0.6667,3,2
SCDoodadPhaseChangedPacket,lifecycle:trace_stopped,2,"harvest_chicken,pick_potato",0.1429,3,13
SCDoodadPhaseChangedPacket,resource:labor_changed,2,"harvest_chicken,pick_potato",0.6667,3,2
SCDoodadRemovedPacket,SCDoodadsCreatedPacket,2,"pick_potato,quest_accept_and_turnin",0.5,2,4
SCDoodadRemovedPacket,SCDoodadsRemovedPacket,2,"pick_potato,quest_accept_and_turnin",0.5,2,4
SCDoodadRemovedPacket,SCErrorMsgPacket,2,"pick_potato,quest_accept_and_turnin",0.6667,2,3
SCDoodadRemovedPacket,SCExpChangedPacket,2,"pick_potato,quest_accept_and_turnin",0.6667,2,3
SCDoodadRemovedPacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",1.0,2,2
SCDoodadRemovedPacket,SCItemTaskSuccessPacket,2,"pick_potato,quest_accept_and_turnin",0.2,2,10
SCDoodadRemovedPacket,SCOneUnitMovementPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,2,14
SCDoodadRemovedPacket,SCSkillEndedPacket,2,"pick_potato,quest_accept_and_turnin",0.2,2,10
SCDoodadRemovedPacket,SCSkillFiredPacket,2,"pick_potato,quest_accept_and_turnin",0.2,2,10
SCDoodadRemovedPacket,SCSkillStartedPacket,2,"pick_potato,quest_accept_and_turnin",0.5,2,4
SCDoodadRemovedPacket,SCTargetChangedPacket,2,"pick_potato,quest_accept_and_turnin",0.1667,2,12
SCDoodadRemovedPacket,SCTimeOfDayPacket,2,"pick_potato,quest_accept_and_turnin",0.1538,2,13
SCDoodadRemovedPacket,SCUnitModelPostureChangedPacket,2,"pick_potato,quest_accept_and_turnin",0.1429,2,14
SCDoodadRemovedPacket,SCUnitPointsPacket,2,"pick_potato,quest_accept_and_turnin",0.2,2,10
SCDoodadRemovedPacket,lifecycle:trace_started,2,"pick_potato,quest_accept_and_turnin",0.1429,2,14
SCDoodadRemovedPacket,lifecycle:trace_stopped,2,"pick_potato,quest_accept_and_turnin",0.1538,2,13
SCDoodadRemovedPacket,movement:move_begin,2,"pick_potato,quest_accept_and_turnin",0.2222,2,9
SCDoodadRemovedPacket,movement:move_stop,2,"pick_potato,quest_accept_and_turnin",0.2222,2,9
SCDoodadRemovedPacket,movement:movement_update,2,"pick_potato,quest_accept_and_turnin",0.4,2,5
SCDoodadRemovedPacket,packet:packet_in,2,"pick_potato,quest_accept_and_turnin",0.1429,2,14
SCDoodadRemovedPacket,packet:packet_out,2,"pick_potato,quest_accept_and_turnin",0.1429,2,14
SCDoodadRemovedPacket,skill:skill_requested,2,"pick_potato,quest_accept_and_turnin",0.2222,2,9
SCDoodadsCreatedPacket,SCErrorMsgPacket,2,"pick_potato,quest_accept_and_turnin",0.4,4,3
SCDoodadsCreatedPacket,SCExpChangedPacket,2,"pick_potato,quest_accept_and_turnin",0.4,4,3
SCDoodadsCreatedPacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",0.5,4,2
SCDoodadsRemovedPacket,SCErrorMsgPacket,2,"pick_potato,quest_accept_and_turnin",0.4,4,3
SCDoodadsRemovedPacket,SCExpChangedPacket,2,"pick_potato,quest_accept_and_turnin",0.4,4,3
SCDoodadsRemovedPacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",0.5,4,2
SCErrorMsgPacket,SCGamePointChangedPacket,2,"harvest_chicken,pick_potato",0.6667,3,2
SCErrorMsgPacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",0.6667,3,2
SCErrorMsgPacket,interaction:doodad_use,2,"harvest_chicken,pick_potato",0.5,3,3
SCErrorMsgPacket,movement:movement_update,2,"pick_potato,quest_accept_and_turnin",0.3333,3,5
SCErrorMsgPacket,resource:labor_changed,2,"harvest_chicken,pick_potato",0.6667,3,2
SCErrorMsgPacket,skill:cast_started,2,"harvest_chicken,pick_potato",0.5,3,3
SCErrorMsgPacket,world:doodad_phase_changed,2,"harvest_chicken,pick_potato",0.4,3,4
SCExpChangedPacket,SCGamePointChangedPacket,2,"harvest_chicken,pick_potato",0.6667,3,2
SCExpChangedPacket,SCICSCashPointPacket,2,"pick_potato,quest_accept_and_turnin",0.6667,3,2
