packet,direction,observed_count,scenarios_seen,observed,known_to_repo,source_path,opcode,status
LGRegisterGameServerPacket,INTERNAL,0,0,False,True,AAEmu.Login/Core/Packets/L2G/LGRegisterGameServerPacket.cs,0x000,DISCOVERY_LEAD
LGRequestInfoPacket,INTERNAL,0,0,False,True,AAEmu.Login/Core/Packets/L2G/LGRequestInfoPacket.cs,0x003,DISCOVERY_LEAD
BeginBindObjPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/BeginBindObjPacket.cs,0x007,DISCOVERY_LEAD
BeginUpdateObjPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/BeginUpdateObjPacket.cs,0x005,DISCOVERY_LEAD
ChangeCVarPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/ChangeCVarPacket.cs,0x010,DISCOVERY_LEAD
ChangeStatePacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/ChangeStatePacket.cs,0x000,DISCOVERY_LEAD
EndBindObjPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/EndBindObjPacket.cs,0x008,DISCOVERY_LEAD
EndUpdateObjPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/EndUpdateObjPacket.cs,0x006,DISCOVERY_LEAD
EntityClassRegistrationPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/EntityClassRegistrationPacket.cs,0x011,DISCOVERY_LEAD
FinishStatePacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/FinishStatePacket.cs,0x001,DISCOVERY_LEAD
FlushMsgsPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/FlushMsgsPacket.cs,0x002,DISCOVERY_LEAD
PacketSeqChange,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/PacketSeqChange.cs,0x014,DISCOVERY_LEAD
PartialAspectPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/PartialAspectPacket.cs,0x00E,DISCOVERY_LEAD
RemoveStaticObjPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/RemoveStaticObjPacket.cs,0x00A,DISCOVERY_LEAD
SetAspectProfilePacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/SetAspectProfilePacket.cs,0x00D,DISCOVERY_LEAD
SetGameTypePacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/SetGameTypePacket.cs,0x00F,DISCOVERY_LEAD
UnbindPredictedObjPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/UnbindPredictedObjPacket.cs,0x009,DISCOVERY_LEAD
UpdateAspectPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/UpdateAspectPacket.cs,0x00C,DISCOVERY_LEAD
UpdatePhysicsTimePacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/UpdatePhysicsTimePacket.cs,0x004,DISCOVERY_LEAD
VoiceDataPacket,PROXY,0,0,False,True,AAEmu.Game/Core/Packets/Proxy/VoiceDataPacket.cs,0x00B,DISCOVERY_LEAD
ACAccountWarnedPacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACAccountWarnedPacket.cs,0x00D,DISCOVERY_LEAD
ACAuthResponsePacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACAuthResponsePacket.cs,0x003,DISCOVERY_LEAD
ACChallenge2Packet,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACChallenge2Packet.cs,0x004,DISCOVERY_LEAD
ACChallengePacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACChallengePacket.cs,0x002,DISCOVERY_LEAD
ACEnterOtpPacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACEnterOtpPacket.cs,0x005,DISCOVERY_LEAD
ACEnterPcCertPacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACEnterPcCertPacket.cs,0x007,DISCOVERY_LEAD
ACEnterWorldDeniedPacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACEnterWorldDeniedPacket.cs,0x00B,DISCOVERY_LEAD
ACJoinResponsePacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACJoinResponsePacket.cs,0x000,DISCOVERY_LEAD
ACLoginDeniedPacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACLoginDeniedPacket.cs,0x00C,DISCOVERY_LEAD
ACShowArsPacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACShowArsPacket.cs,0x006,DISCOVERY_LEAD
ACWorldCookiePacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACWorldCookiePacket.cs,0x00A,DISCOVERY_LEAD
ACWorldListPacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACWorldListPacket.cs,0x008,DISCOVERY_LEAD
ACWorldQueuePacket,S2C,0,0,False,True,AAEmu.Login/Core/Packets/L2C/ACWorldQueuePacket.cs,0x009,DISCOVERY_LEAD
SCAbilityExpChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAbilityExpChangedPacket.cs,0x0FF,DISCOVERY_LEAD
SCAbilitySwappedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAbilitySwappedPacket.cs,0x109,DISCOVERY_LEAD
SCAboxTeleportPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAboxTeleportPacket.cs,0x1A2,DISCOVERY_LEAD
SCAccountAttributeConfigPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAccountAttributeConfigPacket.cs,0x215,DISCOVERY_LEAD
SCAccountInfoPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAccountInfoPacket.cs,0x1C2,DISCOVERY_LEAD
SCAccountWarnedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAccountWarnedPacket.cs,0x1A1,DISCOVERY_LEAD
SCAchievementChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAchievementChangedPacket.cs,0x1FD,DISCOVERY_LEAD
SCAchievementCompletedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAchievementCompletedPacket.cs,0x1FE,DISCOVERY_LEAD
SCAchievementItemSentPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAchievementItemSentPacket.cs,0x200,DISCOVERY_LEAD
SCAchievementResetedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAchievementResetedPacket.cs,0x1FF,DISCOVERY_LEAD
SCAchievementsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAchievementsPacket.cs,0x1FC,DISCOVERY_LEAD
SCActabilityPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCActabilityPacket.cs,0x136,DISCOVERY_LEAD
SCActionSlotsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCActionSlotsPacket.cs,0x12D,DISCOVERY_LEAD
SCActiveWeaponChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCActiveWeaponChangedPacket.cs,0x06F,DISCOVERY_LEAD
SCAddActionPointPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAddActionPointPacket.cs,0x047,DISCOVERY_LEAD
SCAddBlockedUserPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAddBlockedUserPacket.cs,0x055,DISCOVERY_LEAD
SCAddFriendPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAddFriendPacket.cs,0x050,DISCOVERY_LEAD
SCAppellationChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAppellationChangedPacket.cs,0x1A6,DISCOVERY_LEAD
SCAppellationGainedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAppellationGainedPacket.cs,0x1A5,DISCOVERY_LEAD
SCAppellationsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAppellationsPacket.cs,0x1A4,DISCOVERY_LEAD
SCAppliedToInstantGamePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAppliedToInstantGamePacket.cs,0x18B,DISCOVERY_LEAD
SCAreaChatBubblePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAreaChatBubblePacket.cs,0x153,DISCOVERY_LEAD
SCAskImprisonOrTrialPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAskImprisonOrTrialPacket.cs,0x171,DISCOVERY_LEAD
SCAskToJoinTeamAreaPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAskToJoinTeamAreaPacket.cs,0x0D5,DISCOVERY_LEAD
SCAskToJoinTeamPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAskToJoinTeamPacket.cs,0x0D4,DISCOVERY_LEAD
SCAttachmentTakenPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAttachmentTakenPacket.cs,0x11D,DISCOVERY_LEAD
SCAuctionBidPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAuctionBidPacket.cs,0x131,DISCOVERY_LEAD
SCAuctionCanceledPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAuctionCanceledPacket.cs,0x132,DISCOVERY_LEAD
SCAuctionLowestPricePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAuctionLowestPricePacket.cs,0x130,DISCOVERY_LEAD
SCAuctionPostedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAuctionPostedPacket.cs,0x12E,DISCOVERY_LEAD
SCAuctionSearchedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCAuctionSearchedPacket.cs,0x12F,DISCOVERY_LEAD
SCBlinkUnitPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCBlinkUnitPacket.cs,0x073,DISCOVERY_LEAD
SCBlockedUsersPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCBlockedUsersPacket.cs,0x054,DISCOVERY_LEAD
SCBondDoodadPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCBondDoodadPacket.cs,0x139,DISCOVERY_LEAD
SCBotSuspectArrestedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCBotSuspectArrestedPacket.cs,0x185,DISCOVERY_LEAD
SCBotSuspectReportedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCBotSuspectReportedPacket.cs,0x184,DISCOVERY_LEAD
SCBountyListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCBountyListPacket.cs,0x1D9,DISCOVERY_LEAD
SCBuffLearnedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCBuffLearnedPacket.cs,0x107,DISCOVERY_LEAD
SCCanStartTradePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCanStartTradePacket.cs,0x15E,DISCOVERY_LEAD
SCCancelCharacterDeleteResponsePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCancelCharacterDeleteResponsePacket.cs,0x03C,DISCOVERY_LEAD
SCCannotStartTradePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCannotStartTradePacket.cs,0x15F,DISCOVERY_LEAD
SCChangeJuryOKCountPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCChangeJuryOKCountPacket.cs,0x179,DISCOVERY_LEAD
SCChangeJuryVerdictCountPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCChangeJuryVerdictCountPacket.cs,0x17A,DISCOVERY_LEAD
SCChangeTrialStatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCChangeTrialStatePacket.cs,0x178,DISCOVERY_LEAD
SCCharBriefPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharBriefPacket.cs,0x058,DISCOVERY_LEAD
SCCharDetailPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharDetailPacket.cs,0x053,DISCOVERY_LEAD
SCCharacterBoundPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterBoundPacket.cs,0x049,DISCOVERY_LEAD
SCCharacterCreationFailedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterCreationFailedPacket.cs,0x03D,DISCOVERY_LEAD
SCCharacterDeletedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterDeletedPacket.cs,0x03B,DISCOVERY_LEAD
SCCharacterGamePointsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterGamePointsPacket.cs,0x188,DISCOVERY_LEAD
SCCharacterGenderAndModelModifiedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterGenderAndModelModifiedPacket.cs,0x1F3,DISCOVERY_LEAD
SCCharacterInvenContentsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterInvenContentsPacket.cs,0x04C,DISCOVERY_LEAD
SCCharacterInvenInitPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterInvenInitPacket.cs,0x04B,DISCOVERY_LEAD
SCCharacterListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterListPacket.cs,0x03E,DISCOVERY_LEAD
SCCharacterPortalsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterPortalsPacket.cs,0x05B,DISCOVERY_LEAD
SCCharacterRenamedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterRenamedPacket.cs,0x05A,DISCOVERY_LEAD
SCCharacterResurrectedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterResurrectedPacket.cs,0x042,DISCOVERY_LEAD
SCCharacterReturnDistrictsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterReturnDistrictsPacket.cs,0x05C,DISCOVERY_LEAD
SCCharacterStatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCharacterStatePacket.cs,0x040,DISCOVERY_LEAD
SCChargeMoneyPaidPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCChargeMoneyPaidPacket.cs,0x11E,DISCOVERY_LEAD
SCChatSpamDelayPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCChatSpamDelayPacket.cs,0x0D3,DISCOVERY_LEAD
SCCofferContentsUpdatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCofferContentsUpdatePacket.cs,0x096,DISCOVERY_LEAD
SCCombatEngagedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCombatEngagedPacket.cs,0x085,DISCOVERY_LEAD
SCCombatTextPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCombatTextPacket.cs,0x0AB,DISCOVERY_LEAD
SCCompletedQuestsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCompletedQuestsPacket.cs,0x0F3,DISCOVERY_LEAD
SCConflictZoneHonorPointSumPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCConflictZoneHonorPointSumPacket.cs,0x0EF,DISCOVERY_LEAD
SCConflictZoneStatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCConflictZoneStatePacket.cs,0x0EE,DISCOVERY_LEAD
SCConstructHouseTaxPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCConstructHouseTaxPacket.cs,0x0C5,DISCOVERY_LEAD
SCCooldownsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCoolDownPacket.cs,0x04A,DISCOVERY_LEAD
SCCountUnreadMailPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCountUnreadMailPacket.cs,0x116,DISCOVERY_LEAD
SCCraftFailedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCraftFailedPacket.cs,0x1BF,DISCOVERY_LEAD
SCCreateCharacterResponsePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCreateCharacterResponsePacket.cs,0x038,DISCOVERY_LEAD
SCCrimeChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCrimeChangedPacket.cs,0x16F,DISCOVERY_LEAD
SCCrimeDataPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCrimeDataPacket.cs,0x176,DISCOVERY_LEAD
SCCrimeRecordsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCrimeRecordsPacket.cs,0x177,DISCOVERY_LEAD
SCCriminalArrestedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCriminalArrestedPacket.cs,0x170,DISCOVERY_LEAD
SCCvFCombatRelationshipPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCCvFCombatRelationshipPacket.cs,0x087,DISCOVERY_LEAD
SCDeleteBlockedUserPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDeleteBlockedUserPacket.cs,0x056,DISCOVERY_LEAD
SCDeleteCharacterResponsePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDeleteCharacterResponsePacket.cs,0x039,DISCOVERY_LEAD
SCDeleteFriendPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDeleteFriendPacket.cs,0x051,DISCOVERY_LEAD
SCDetailedTimeOfDayPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDetailedTimeOfDayPacket.cs,0x0F1,DISCOVERY_LEAD
SCDiceValuePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDiceValuePacket.cs,0x134,DISCOVERY_LEAD
SCDominionDataPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDominionDataPacket.cs,0x01D,DISCOVERY_LEAD
SCDominionDeletedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDominionDeletedPacket.cs,0x01E,DISCOVERY_LEAD
SCDominionOwnerChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDominionOwnerChangedPacket.cs,0x01F,DISCOVERY_LEAD
SCDominionTaxBalancedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDominionTaxBalancedPacket.cs,0x023,DISCOVERY_LEAD
SCDominionTaxRatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDominionTaxRatePacket.cs,0x020,DISCOVERY_LEAD
SCDoodadChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDoodadChangedPacket.cs,0x10E,DISCOVERY_LEAD
SCDoodadOriginatorPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDoodadOriginatorPacket.cs,0x114,DISCOVERY_LEAD
SCDoodadQuestAcceptPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDoodadQuestAcceptPacket.cs,0x111,DISCOVERY_LEAD
SCDoodadSoundPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDoodadSoundPacket.cs,0x156,DISCOVERY_LEAD
SCDuelChallengedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDuelChallengedPacket.cs,0x08B,DISCOVERY_LEAD
SCDuelEndedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDuelEndedPacket.cs,0x08E,DISCOVERY_LEAD
SCDuelStartCountdownPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDuelStartCountdownPacket.cs,0x08C,DISCOVERY_LEAD
SCDuelStartedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDuelStartedPacket.cs,0x08D,DISCOVERY_LEAD
SCDuelStatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCDuelStatePacket.cs,0x08F,DISCOVERY_LEAD
SCEmotionExpressedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCEmotionExpressedPacket.cs,0x12B,DISCOVERY_LEAD
SCEnvDamagePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCEnvDamagePacket.cs,0x0B3,DISCOVERY_LEAD
SCEscapeSlavePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCEscapeSlavePacket.cs,0x067,DISCOVERY_LEAD
SCExpeditionDismissedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpeditionDismissedPacket.cs,0x015,DISCOVERY_LEAD
SCExpeditionInvitationPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpeditionInvitationPacket.cs,0x01A,DISCOVERY_LEAD
SCExpeditionMemberListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpeditionMemberListPacket.cs,0x016,DISCOVERY_LEAD
SCExpeditionMemberStatusChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpeditionMemberStatusChangedPacket.cs,0x017,DISCOVERY_LEAD
SCExpeditionOwnerChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpeditionOwnerChangedPacket.cs,0x00E,DISCOVERY_LEAD
SCExpeditionRoleChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpeditionRoleChangedPacket.cs,0x00D,DISCOVERY_LEAD
SCExpeditionRolePolicyChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpeditionRolePolicyChangedPacket.cs,0x00C,DISCOVERY_LEAD
SCExpeditionRolePolicyListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpeditionRolePolicyListPacket.cs,0x00B,DISCOVERY_LEAD
SCExpeditionShowRenameUIPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpeditionShowRenameUIPacket.cs,0x00F,DISCOVERY_LEAD
SCExpeditionSponsorChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpeditionSponsorChangedPacket.cs,0x014,DISCOVERY_LEAD
SCExpertExpandedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpertExpandedPacket.cs,0x1C1,DISCOVERY_LEAD
SCExpertLimitModifiedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCExpertLimitModifiedPacket.cs,0x1C0,DISCOVERY_LEAD
SCFactionCreatedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionCreatedPacket.cs,0x013,DISCOVERY_LEAD
SCFactionDeclareHostileResultPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionDeclareHostileResultPacket.cs,0x02B,DISCOVERY_LEAD
SCFactionImmigrateInvitePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionImmigrateInvitePacket.cs,0x027,DISCOVERY_LEAD
SCFactionImmigrateInviteResultPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionImmigrateInviteResultPacket.cs,0x028,DISCOVERY_LEAD
SCFactionImmigrateToOriginResultPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionImmigrateToOriginResultPacket.cs,0x029,DISCOVERY_LEAD
SCFactionIndependencePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionIndependencePacket.cs,0x026,DISCOVERY_LEAD
SCFactionKickToOriginResultPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionKickToOriginResultPacket.cs,0x02A,DISCOVERY_LEAD
SCFactionListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionListPacket.cs,0x008,DISCOVERY_LEAD
SCFactionOwnerChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionOwnerChangedPacket.cs,0x018,DISCOVERY_LEAD
SCFactionRelationExpiredPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionRelationExpiredPacket.cs,0x02C,DISCOVERY_LEAD
SCFactionRelationListPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionRelationListPacket.cs,0x009,DISCOVERY_LEAD
SCFactionRenamedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionRenamedPacket.cs,0x011,DISCOVERY_LEAD
SCFactionRetryRenamePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionRetryRenamePacket.cs,0x012,DISCOVERY_LEAD
SCFactionSetRelationStatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFactionSetRelationStatePacket.cs,0x019,DISCOVERY_LEAD
SCFamilyCreatedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFamilyCreatedPacket.cs,0x02E,DISCOVERY_LEAD
SCFamilyDescPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFamilyDescPacket.cs,0x030,DISCOVERY_LEAD
SCFamilyInvitationPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFamilyInvitationPacket.cs,0x02D,DISCOVERY_LEAD
SCFamilyMemberAddedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFamilyMemberAddedPacket.cs,0x031,DISCOVERY_LEAD
SCFamilyMemberNameChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFamilyMemberNameChangedPacket.cs,0x035,DISCOVERY_LEAD
SCFamilyMemberOnlinePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFamilyMemberOnlinePacket.cs,0x037,DISCOVERY_LEAD
SCFamilyMemberRemovedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFamilyMemberRemovedPacket.cs,0x032,DISCOVERY_LEAD
SCFamilyOwnerChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFamilyOwnerChangedPacket.cs,0x033,DISCOVERY_LEAD
SCFamilyRemovedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFamilyRemovedPacket.cs,0x02F,DISCOVERY_LEAD
SCFamilyTitleChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFamilyTitleChangedPacket.cs,0x034,DISCOVERY_LEAD
SCFamilyTitlePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFamilyTitlePacket.cs,0x036,DISCOVERY_LEAD
SCForceAttackSetPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCForceAttackSetPacket.cs,0x043,DISCOVERY_LEAD
SCFriendStatusChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFriendStatusChangedPacket.cs,0x052,DISCOVERY_LEAD
SCFriendsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCFriendsPacket.cs,0x04E,DISCOVERY_LEAD
